"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"SAIL","156.50","158.00","154.21","155.61","156.21","0.60","0.39","3,32,90,711","520.10","175.35","81.80","1.87","79.27"
"AUROPHARMA","1,305.10","1,327.70","1,285.75","1,303.55","1,308.45","4.90","0.38","14,86,444","193.57","1,327.70","720.55","3.04","74.83"
"JUBLFOOD","570.00","577.00","564.10","570.55","571.90","1.35","0.24","20,15,301","115.08","586.95","421.05","10.04","15.67"
"BHARATFORG","1,682.95","1,693.25","1,646.25","1,672.25","1,675.10","2.85","0.17","14,98,080","249.70","1,804.50","839.00","5.62","98.38"
"PETRONET","337.05","339.50","333.10","337.40","337.70","0.30","0.09","19,14,779","64.39","341.00","191.70","12.00","46.82"
"DALBHARAT","1,855.00","1,865.40","1,843.60","1,858.15","1,858.00","-0.15","-0.01","1,69,273","31.40","2,430.70","1,651.40","2.66","-13.44"
"COFORGE","5,917.95","5,975.35","5,752.65","5,870.15","5,868.00","-2.15","-0.04","7,50,011","440.22","6,847.45","4,287.25","8.08","25.12"
"MRF","1,29,174.00","1,31,230.50","1,28,058.95","1,28,951.05","1,28,900.05","-51.00","-0.04","20,120","261.14","1,51,445.00","1,00,043.50","1.31","27.39"
"DIXON","12,549.00","12,638.95","12,381.20","12,505.95","12,498.00","-7.95","-0.06","2,19,539","274.11","12,879.00","3,953.00","25.25","194.67"
"BALKRISIND","3,188.00","3,210.00","3,110.00","3,177.50","3,175.25","-2.25","-0.07","3,62,156","114.74","3,363.95","2,193.80","-0.76","33.00"
"LTTS","5,150.00","5,160.00","5,067.05","5,125.40","5,117.40","-8.00","-0.16","1,40,578","71.75","5,873.35","3,821.70","6.78","29.98"
"BANDHANBNK","202.46","205.22","201.11","204.33","204.00","-0.33","-0.16","87,68,558","177.96","263.10","169.15","3.96","-11.26"
"PIIND","3,765.15","3,795.10","3,730.10","3,788.50","3,774.00","-14.50","-0.38","4,75,219","178.50","4,040.00","3,220.00","4.01","0.61"
"MFSL","1,002.00","1,006.70","989.10","996.10","992.25","-3.85","-0.39","5,68,553","56.72","1,092.00","763.00","6.32","24.17"
"SUZLON","55.95","56.00","54.50","55.49","55.17","-0.32","-0.58","5,45,88,551","302.91","56.49","16.65","-","210.87"
"MPHASIS","2,635.00","2,652.00","2,589.85","2,628.90","2,611.50","-17.40","-0.66","10,79,731","282.17","2,837.60","1,850.00","6.35","40.02"
"UPL","572.70","574.80","562.15","572.70","568.80","-3.90","-0.68","26,95,359","152.75","676.00","447.80","6.10","-13.62"
"NMDC","253.19","253.40","249.50","252.28","250.31","-1.97","-0.78","88,98,452","223.58","286.35","106.40","-2.41","136.00"
"OFSS","10,478.90","10,500.00","10,320.85","10,425.45","10,336.10","-89.35","-0.86","83,115","86.36","10,529.95","3,737.25","24.02","173.89"
"ESCORTS","4,141.40","4,171.20","4,024.00","4,130.75","4,095.00","-35.75","-0.87","2,02,631","82.84","4,409.55","2,192.00","3.58","86.67"
"INDHOTEL","615.00","616.10","604.10","614.50","608.55","-5.95","-0.97","50,74,219","308.37","662.95","371.60","5.02","60.67"
"HINDPETRO","332.55","336.20","326.15","332.45","328.50","-3.95","-1.19","99,73,397","329.86","396.53","159.47","-36.54","8.66"
"POLYCAB","6,639.00","6,675.00","6,535.00","6,634.10","6,549.80","-84.30","-1.27","5,60,888","369.47","7,331.45","3,491.00","-3.10","89.10"
"CONCOR","1,063.95","1,064.70","1,033.80","1,057.90","1,043.75","-14.15","-1.34","26,04,978","272.75","1,180.00","645.90","0.29","57.74"
"ASHOKLEY","230.00","231.28","224.85","229.56","226.35","-3.21","-1.40","1,17,46,524","267.25","245.67","157.55","-0.82","40.32"
"HDFCAMC","4,231.00","4,252.20","4,103.65","4,234.70","4,169.45","-65.25","-1.54","7,25,210","301.65","4,264.95","2,218.55","10.76","87.96"
"IDFCFIRSTB","81.18","81.35","79.46","81.19","79.90","-1.29","-1.59","3,22,09,972","258.29","100.70","70.80","4.49","1.87"
"LTF","190.01","190.58","185.17","189.91","186.15","-3.76","-1.98","44,60,806","83.53","194.25","116.50","12.74","-"
"TATACOMM","1,888.30","1,892.95","1,840.00","1,888.30","1,850.00","-38.30","-2.03","2,69,813","50.31","2,084.65","1,525.05","4.17","21.85"
"ABCAPITAL","236.01","237.04","230.42","236.01","230.90","-5.11","-2.17","32,81,207","76.32","246.90","155.00","1.77","24.71"
"INDUSTOWER","396.00","398.85","384.20","395.65","386.50","-9.15","-2.31","1,73,94,416","677.29","408.40","157.35","13.97","142.14"
"ASTRAL","2,414.00","2,414.20","2,307.85","2,406.25","2,342.40","-63.85","-2.65","8,71,732","204.23","2,454.00","1,740.00","11.46","34.62"
"IDEA","17.10","17.23","16.50","17.09","16.61","-0.48","-2.81","54,12,64,689","911.49","19.18","7.15","7.82","129.40"
"CUMMINSIND","4,144.00","4,154.00","3,960.80","4,134.00","4,000.60","-133.40","-3.23","9,37,986","376.53","4,171.90","1,653.30","14.62","117.31"
"YESBANK","26.95","27.44","25.57","26.64","25.70","-0.94","-3.53","64,83,38,958","1,718.10","32.85","15.70","15.08","52.66"
"PERSISTENT","4,779.80","4,784.95","4,566.25","4,771.25","4,599.25","-172.00","-3.60","9,71,949","450.91","4,845.70","1,158.59","23.92","-1.21"
"OBEROIRLTY","1,798.00","1,798.00","1,715.00","1,785.05","1,719.85","-65.20","-3.65","5,26,932","91.74","1,953.05","1,004.35","-5.53","74.89"
"AUBANK","667.95","668.25","639.10","672.60","645.00","-27.60","-4.10","61,91,001","401.31","813.40","553.70","0.54","-11.69"
