"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"UNITDSPR","1,257.00","1,279.00","1,257.00","1,254.15","1,277.30","23.15","1.85","21,22,654","269.64","1,334.85","905.20","-","-"
"COLPAL","2,920.50","2,964.95","2,906.45","2,910.50","2,954.90","44.40","1.53","2,84,372","83.71","3,069.05","1,752.25","-0.58","66.64"
"HAL","5,580.00","5,662.45","5,560.50","5,552.00","5,628.00","76.00","1.37","35,36,842","1,985.28","5,662.45","1,767.80","18.48","49.54"
"HINDUNILVR","2,560.00","2,595.00","2,536.25","2,547.00","2,581.00","34.00","1.33","28,18,809","726.73","2,769.65","2,172.05","0.36","-4.11"
"WIPRO","535.95","543.00","535.00","535.10","542.20","7.10","1.33","60,88,180","328.77","548.80","375.05","11.69","36.72"
"HCLTECH","1,528.00","1,540.00","1,506.20","1,519.40","1,537.95","18.55","1.22","29,39,620","447.10","1,697.35","1,087.05","7.12","32.46"
"TATACONSUM","1,138.00","1,164.00","1,136.00","1,137.40","1,150.00","12.60","1.11","19,58,676","225.51","1,269.00","822.00","1.33","38.11"
"NESTLEIND","2,574.15","2,620.00","2,561.45","2,574.15","2,600.00","25.85","1.00","7,24,276","188.09","2,769.30","2,145.00","4.03","-88.63"
"TATAMTRDVR","681.50","692.00","680.10","678.65","685.00","6.35","0.94","12,58,821","86.26","712.60","309.15","4.99","110.85"
"TATAMOTORS","1,005.00","1,016.60","996.20","993.65","1,002.90","9.25","0.93","1,33,12,085","1,339.01","1,065.60","588.55","3.31","62.18"
"NAUKRI","6,874.50","6,956.40","6,818.80","6,809.50","6,870.00","60.50","0.89","2,03,968","139.89","6,969.00","3,972.05","10.07","55.68"
"INFY","1,643.10","1,666.00","1,640.00","1,647.45","1,660.95","13.50","0.82","58,80,533","974.16","1,733.00","1,305.00","8.35","24.92"
"RELIANCE","3,178.00","3,217.60","3,165.05","3,177.25","3,201.50","24.25","0.76","47,50,403","1,518.14","3,217.60","2,220.30","8.91","21.58"
"DRREDDY","6,520.00","6,575.00","6,486.00","6,520.00","6,550.00","30.00","0.46","1,61,476","105.50","6,575.00","5,076.25","7.80","26.08"
"COALINDIA","492.70","496.00","487.20","491.50","493.50","2.00","0.41","74,77,292","368.23","527.40","226.85","2.95","110.81"
"ADANIGREEN","1,759.95","1,765.45","1,729.00","1,754.30","1,761.00","6.70","0.38","4,90,893","85.71","2,174.10","815.55","-5.78","84.70"
"BHARTIARTL","1,431.00","1,438.85","1,423.15","1,429.70","1,434.55","4.85","0.34","32,61,797","467.75","1,536.25","847.05","0.69","64.87"
"INDUSINDBK","1,428.00","1,441.70","1,422.80","1,434.25","1,439.00","4.75","0.33","27,72,277","398.00","1,694.50","1,345.15","-3.62","5.96"
"EICHERMOT","4,758.95","4,775.00","4,716.00","4,737.30","4,752.55","15.25","0.32","5,42,470","257.65","4,976.00","3,160.00","-0.16","49.29"
"ICICIBANK","1,228.90","1,239.50","1,216.90","1,233.40","1,237.00","3.60","0.29","66,17,190","815.79","1,242.60","899.00","10.11","30.50"
"TECHM","1,461.35","1,478.95","1,460.15","1,461.35","1,465.20","3.85","0.26","8,07,698","118.50","1,498.00","1,082.30","6.53","26.96"
"BRITANNIA","5,555.00","5,615.95","5,534.05","5,546.80","5,556.45","9.65","0.17","1,71,210","95.40","5,725.00","4,347.70","1.92","10.17"
"DLF","832.80","839.75","828.05","832.80","834.20","1.40","0.17","12,02,880","100.34","967.60","463.05","-0.92","66.19"
"KOTAKBANK","1,854.00","1,857.25","1,835.45","1,852.70","1,855.80","3.10","0.17","38,61,203","714.13","1,987.75","1,543.85","5.67","-0.02"
"AXISBANK","1,285.00","1,297.40","1,279.60","1,287.05","1,289.00","1.95","0.15","42,16,951","542.25","1,310.00","927.15","8.51","31.86"
"LT","3,640.10","3,645.70","3,594.00","3,627.15","3,631.90","4.75","0.13","17,06,210","617.69","3,919.90","2,420.00","2.82","48.28"
"POWERGRID","341.00","341.00","336.85","339.40","339.80","0.40","0.12","78,28,162","265.41","348.70","177.53","9.71","32.86"
"ZOMATO","208.25","210.00","206.00","207.57","207.26","-0.31","-0.15","1,82,60,120","379.99","213.95","73.00","13.01","183.86"
"HINDALCO","703.65","705.90","691.65","699.15","697.60","-1.55","-0.22","26,36,146","184.06","715.25","417.15","2.48","64.94"
"ZYDUSLIFE","1,164.90","1,184.15","1,154.45","1,162.45","1,159.55","-2.90","-0.25","17,66,921","206.55","1,184.15","567.75","9.66","98.85"
"SBIN","859.75","865.00","853.50","859.75","856.75","-3.00","-0.35","1,03,59,800","889.42","912.00","543.20","3.17","44.25"
"DMART","4,860.00","4,935.20","4,820.00","4,853.10","4,836.00","-17.10","-0.35","7,06,765","345.19","5,219.00","3,491.25","2.20","27.37"
"HAVELLS","1,904.80","1,904.80","1,866.65","1,893.65","1,886.85","-6.80","-0.36","6,25,411","117.59","1,985.40","1,232.85","1.66","46.85"
"LICI","1,017.00","1,026.40","999.10","1,015.65","1,012.00","-3.65","-0.36","23,55,243","238.87","1,175.00","597.35","1.93","62.76"
"LTIM","5,421.70","5,459.65","5,347.25","5,421.70","5,402.05","-19.65","-0.36","1,98,972","107.30","6,442.00","4,513.55","8.29","5.38"
"TCS","4,022.00","4,031.25","3,978.05","4,011.80","3,997.00","-14.80","-0.37","17,58,882","702.82","4,254.75","3,250.10","2.55","19.94"
"TORNTPHARM","2,891.85","2,919.50","2,846.65","2,891.10","2,880.15","-10.95","-0.38","1,43,062","41.16","2,980.00","1,772.05","1.33","51.54"
"APOLLOHOSP","6,380.00","6,387.95","6,292.80","6,328.55","6,300.75","-27.80","-0.44","3,17,731","200.85","6,874.45","4,726.00","5.04","22.76"
"TRENT","5,661.20","5,665.00","5,572.00","5,619.90","5,595.00","-24.90","-0.44","2,73,130","153.28","5,665.00","1,657.45","12.68","228.52"
"NTPC","380.85","381.25","376.15","379.80","378.10","-1.70","-0.45","88,98,299","336.64","393.20","184.75","4.67","95.98"
"AMBUJACEM","686.45","688.55","679.20","686.00","682.80","-3.20","-0.47","20,99,399","143.25","706.95","404.05","10.02","63.57"
"MARUTI","12,104.00","12,112.00","11,966.00","12,104.05","12,045.00","-59.05","-0.49","4,96,933","597.49","13,073.95","9,254.15","-6.15","22.06"
"GRASIM","2,751.70","2,754.95","2,713.85","2,748.00","2,734.40","-13.60","-0.49","3,33,988","91.28","2,762.70","1,733.25","15.22","57.30"
"SBILIFE","1,529.40","1,531.95","1,508.25","1,529.40","1,521.50","-7.90","-0.52","7,74,723","117.51","1,569.40","1,251.65","6.25","17.07"
"BAJFINANCE","7,144.95","7,147.65","7,047.00","7,138.00","7,099.00","-39.00","-0.55","6,77,705","480.29","8,192.00","6,187.80","-1.30","-6.88"
"IOC","172.21","172.81","169.75","171.28","170.34","-0.94","-0.55","3,03,22,381","518.82","196.80","85.50","3.57","71.44"
"ICICIPRULI","641.60","643.65","628.60","643.00","639.00","-4.00","-0.62","14,26,044","90.74","644.85","463.45","11.37","11.00"
"ATGL","894.05","899.00","882.00","891.05","885.00","-6.05","-0.68","7,65,392","67.87","1,259.40","522.00","-9.66","37.37"
"HDFCBANK","1,645.30","1,654.95","1,627.15","1,648.10","1,636.35","-11.75","-0.71","1,95,43,900","3,205.32","1,794.00","1,363.55","3.94","-1.51"
"HEROMOTOCO","5,565.65","5,630.00","5,487.55","5,558.05","5,518.00","-40.05","-0.72","4,78,557","265.32","5,894.55","2,890.00","-1.43","74.76"
"BAJAJFINSV","1,579.60","1,579.60","1,562.00","1,579.60","1,568.00","-11.60","-0.73","10,00,005","156.91","1,741.00","1,419.05","0.15","-2.77"
"BERGEPAINT","514.40","517.40","507.45","514.40","510.55","-3.85","-0.75","10,57,824","54.23","679.75","439.00","5.58","-24.28"
"SUNPHARMA","1,570.60","1,574.80","1,550.95","1,568.40","1,554.25","-14.15","-0.90","11,20,204","174.75","1,638.85","1,028.75","3.29","50.28"
"ULTRACEMCO","11,694.00","11,714.80","11,530.00","11,690.15","11,579.00","-111.15","-0.95","1,49,210","172.89","12,078.00","7,987.65","10.70","38.94"
"PIDILITIND","3,099.75","3,105.00","3,056.00","3,099.75","3,070.00","-29.75","-0.96","2,03,613","62.57","3,231.00","2,292.55","-1.75","17.45"
"BAJAJ-AUTO","9,640.00","9,666.15","9,470.00","9,635.80","9,537.00","-98.80","-1.03","3,16,215","302.23","10,038.80","4,541.00","-2.02","97.13"
"CHOLAFIN","1,433.05","1,433.05","1,395.00","1,431.60","1,416.50","-15.10","-1.05","5,72,499","80.77","1,476.20","997.25","5.55","20.00"
"M&M","2,880.60","2,918.60","2,847.50","2,880.60","2,849.65","-30.95","-1.07","16,31,998","468.98","3,013.50","1,415.75","-0.21","82.29"
"PNB","122.65","123.39","121.12","122.80","121.47","-1.33","-1.08","2,32,49,946","284.09","142.90","57.55","-2.99","100.93"
"VBL","1,614.90","1,639.95","1,591.00","1,614.15","1,596.00","-18.15","-1.12","14,59,852","235.57","1,672.00","784.90","5.18","94.52"
"ADANIENT","3,147.90","3,158.20","3,075.00","3,147.90","3,112.00","-35.90","-1.14","11,55,112","358.59","3,743.90","2,142.00","-3.29","30.85"
"JSWSTEEL","955.90","955.90","934.05","954.05","942.85","-11.20","-1.17","15,69,620","147.70","959.40","723.00","2.97","19.13"
"ASIANPAINT","2,935.90","2,935.90","2,890.70","2,935.90","2,901.00","-34.90","-1.19","8,28,260","240.37","3,568.00","2,670.10","-1.01","-13.33"
"SHREECEM","27,510.00","27,549.60","26,951.95","27,528.70","27,200.00","-328.70","-1.19","21,059","57.18","30,737.75","23,026.00","4.28","13.86"
"JIOFIN","353.00","353.55","347.20","352.75","348.50","-4.25","-1.20","1,15,25,948","403.72","394.70","202.80","-1.37","-"
"TVSMOTOR","2,445.95","2,445.95","2,381.40","2,430.15","2,400.50","-29.65","-1.22","7,52,377","181.12","2,519.00","1,295.00","-0.39","81.41"
"CIPLA","1,516.00","1,524.65","1,483.20","1,509.90","1,491.00","-18.90","-1.25","15,24,489","228.73","1,582.00","998.05","-0.68","45.70"
"ICICIGI","1,865.05","1,871.70","1,831.50","1,865.05","1,841.40","-23.65","-1.27","5,34,239","98.59","1,877.40","1,266.00","11.10","37.48"
"TATASTEEL","174.60","175.47","172.09","174.71","172.49","-2.22","-1.27","3,14,79,861","545.70","184.60","111.25","-3.70","54.37"
"ABB","8,700.00","8,700.00","8,492.00","8,679.40","8,568.40","-111.00","-1.28","1,61,299","138.53","9,149.95","3,850.00","6.02","94.55"
"ADANIENSOL","1,010.00","1,019.95","994.70","1,012.65","999.55","-13.10","-1.29","7,57,659","76.00","1,250.00","686.00","-2.12","-"
"SRF","2,401.00","2,419.70","2,357.05","2,400.75","2,369.00","-31.75","-1.32","3,89,677","93.04","2,693.95","2,040.00","2.42","6.53"
"TATAPOWER","440.70","443.45","431.90","439.95","434.00","-5.95","-1.35","91,54,756","399.32","464.20","216.75","-2.28","90.11"
"MOTHERSON","205.81","206.36","200.83","205.00","201.80","-3.20","-1.56","1,22,36,074","247.96","208.88","86.80","28.55","120.51"
"ADANIPORTS","1,496.00","1,501.05","1,469.00","1,500.45","1,477.00","-23.45","-1.56","21,77,821","322.15","1,621.40","708.00","6.99","105.27"
"BOSCHLTD","35,172.10","35,484.00","34,342.50","35,074.00","34,520.00","-554.00","-1.58","28,099","97.52","36,678.00","17,931.15","12.47","74.32"
"ADANIPOWER","709.90","712.55","693.00","708.90","697.70","-11.20","-1.58","33,15,411","232.03","895.85","235.85","-9.00","186.38"
"VEDL","475.90","477.50","464.80","473.85","466.10","-7.75","-1.64","85,76,939","402.94","506.75","208.00","1.09","65.98"
"SIEMENS","7,934.25","7,934.80","7,685.05","7,885.55","7,742.00","-143.55","-1.82","2,34,500","182.10","7,968.70","3,246.00","12.60","109.77"
"SHRIRAMFIN","2,856.00","2,856.00","2,796.10","2,865.85","2,810.00","-55.85","-1.95","8,13,151","228.97","3,059.45","1,703.85","12.42","63.39"
"INDIGO","4,323.55","4,324.80","4,228.60","4,322.90","4,234.00","-88.90","-2.06","3,85,991","164.65","4,609.80","2,333.35","-3.09","61.07"
"JINDALSTEL","1,050.55","1,054.45","1,023.50","1,050.50","1,027.00","-23.50","-2.24","14,17,503","146.62","1,097.00","581.60","-0.10","68.13"
"CANBK","117.50","118.08","114.66","117.76","114.99","-2.77","-2.35","3,40,32,815","395.39","128.90","63.85","-3.37","-65.57"
"BPCL","304.60","307.95","298.80","306.65","299.00","-7.65","-2.49","1,14,88,688","346.76","343.98","165.73","-50.07","-23.53"
"DIVISLAB","4,629.40","4,649.65","4,445.00","4,629.70","4,480.00","-149.70","-3.23","8,90,261","399.83","4,670.00","3,295.30","-1.32","21.69"
"TITAN","3,204.00","3,204.00","3,126.10","3,269.35","3,160.45","-108.90","-3.33","53,23,920","1,675.49","3,886.95","2,882.45","-8.36","0.39"
"BANKBARODA","268.00","268.00","261.55","273.80","263.00","-10.80","-3.94","2,28,06,599","602.78","299.70","185.75","-3.12","25.53"
