"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D % CHNG 
 07-Jul-2023"
"LALPATHLAB","2,889.60","2,939.10","2,868.00","2,885.00","2,918.00","33.00","1.14","3,62,483","105.17","2,939.10","1,943.70","3.10","22.27"
"FEDERALBNK","187.10","189.30","185.27","186.19","188.30","2.11","1.13","1,74,05,153","326.76","189.30","126.45","12.81","37.77"
"AJANTPHARM","2,235.80","2,298.25","2,233.20","2,266.60","2,291.95","25.35","1.12","1,15,831","26.47","2,540.00","1,386.60","-6.37","59.47"
"COROMANDEL","1,599.00","1,637.50","1,582.30","1,592.75","1,610.50","17.75","1.11","5,81,775","94.00","1,688.45","921.25","14.41","65.63"
"PGHH","16,614.30","16,927.00","16,500.00","16,614.30","16,792.00","177.70","1.07","4,445","7.46","19,250.00","14,440.00","-1.35","11.35"
"M&MFIN","302.20","305.35","298.00","300.50","303.50","3.00","1.00","19,16,725","57.90","345.00","237.35","6.39","-8.61"
"GODREJIND","902.00","916.45","894.00","893.05","900.00","6.95","0.78","11,74,321","105.58","990.00","468.50","9.63","78.95"
"GODREJPROP","3,298.00","3,325.00","3,254.80","3,281.70","3,305.35","23.65","0.72","6,79,741","223.70","3,358.05","1,495.30","14.20","107.46"
"VOLTAS","1,452.75","1,479.00","1,439.05","1,452.75","1,462.95","10.20","0.70","15,37,206","223.72","1,560.00","745.00","0.09","91.09"
"SOLARINDS","12,238.75","12,300.00","11,950.05","12,160.65","12,241.00","80.35","0.66","89,757","108.93","12,539.25","3,453.35","30.83","231.61"
"ATUL","6,759.90","6,840.00","6,660.10","6,756.00","6,800.00","44.00","0.65","55,080","37.43","7,589.90","5,174.85","15.52","-0.32"
"LUPIN","1,770.20","1,785.25","1,760.25","1,770.20","1,781.50","11.30","0.64","14,57,380","258.42","1,785.25","889.75","8.63","96.56"
"IGL","525.95","526.90","516.85","522.30","525.50","3.20","0.61","20,57,831","107.65","537.50","375.70","11.84","5.45"
"JSWENERGY","742.80","746.85","732.45","736.60","741.10","4.50","0.61","9,04,143","66.96","752.00","283.25","17.68","140.21"
"NIACL","276.25","290.00","268.50","273.84","275.50","1.66","0.61","79,51,633","223.21","324.70","115.20","23.91","130.80"
"THERMAX","5,655.75","5,839.95","5,620.50","5,631.05","5,662.95","31.90","0.57","2,11,014","121.31","5,839.95","2,231.85","7.75","147.64"
"SJVN","143.30","147.50","142.00","142.17","142.88","0.71","0.50","3,03,88,072","438.59","170.50","44.10","6.61","196.81"
"CARBORUNIV","1,707.00","1,790.00","1,681.05","1,690.40","1,698.25","7.85","0.46","4,53,069","79.10","1,841.15","1,025.60","4.21","41.19"
"PAGEIND","39,590.00","39,600.00","38,850.00","39,410.35","39,590.00","179.65","0.46","32,294","126.66","42,885.00","33,070.05","2.77","7.79"
"BANKINDIA","120.60","121.20","119.50","120.45","120.94","0.49","0.41","73,63,153","88.75","157.95","76.75","-0.50","51.03"
"ACC","2,670.10","2,708.25","2,661.50","2,669.50","2,680.00","10.50","0.39","3,59,425","96.48","2,844.00","1,762.65","6.82","49.01"
"SAIL","156.50","158.00","154.21","155.61","156.21","0.60","0.39","3,32,90,711","520.10","175.35","81.80","1.87","79.27"
"ABBOTINDIA","28,099.50","28,099.50","27,579.10","27,823.45","27,929.70","106.25","0.38","6,982","19.42","29,638.95","22,000.00","1.20","18.40"
"AUROPHARMA","1,305.10","1,327.70","1,285.75","1,303.55","1,308.45","4.90","0.38","14,86,444","193.57","1,327.70","720.55","3.04","74.83"
"DEEPAKNTR","2,700.00","2,726.10","2,670.05","2,687.80","2,695.00","7.20","0.27","3,81,917","102.87","2,739.00","1,900.20","17.78","30.33"
"HINDZINC","698.00","717.00","680.90","693.15","695.00","1.85","0.27","14,63,483","102.25","807.70","284.60","0.73","103.51"
"SYNGENE","730.05","735.75","723.70","731.95","733.70","1.75","0.24","9,67,842","70.67","860.25","607.65","5.29","-4.01"
"JUBLFOOD","570.00","577.00","564.10","570.55","571.90","1.35","0.24","20,15,301","115.08","586.95","421.05","10.04","15.67"
"BHARATFORG","1,682.95","1,693.25","1,646.25","1,672.25","1,675.10","2.85","0.17","14,98,080","249.70","1,804.50","839.00","5.62","98.38"
"ZFCVINDIA","15,799.00","15,799.00","15,441.30","15,728.35","15,750.00","21.65","0.14","13,136","20.51","18,250.00","11,684.05","-7.25","30.56"
"LODHA","1,548.00","1,556.90","1,530.10","1,533.90","1,536.00","2.10","0.14","12,02,449","186.24","1,649.95","641.05","7.02","118.93"
"PETRONET","337.05","339.50","333.10","337.40","337.70","0.30","0.09","19,14,779","64.39","341.00","191.70","12.00","46.82"
"DALBHARAT","1,855.00","1,865.40","1,843.60","1,858.15","1,858.00","-0.15","-0.01","1,69,273","31.40","2,430.70","1,651.40","2.66","-13.44"
"ISEC","784.00","784.00","773.55","780.60","780.50","-0.10","-0.01","2,41,803","18.82","866.45","599.50","8.73","29.68"
"COFORGE","5,917.95","5,975.35","5,752.65","5,870.15","5,868.00","-2.15","-0.04","7,50,011","440.22","6,847.45","4,287.25","8.08","25.12"
"MRF","1,29,174.00","1,31,230.50","1,28,058.95","1,28,951.05","1,28,900.05","-51.00","-0.04","20,120","261.14","1,51,445.00","1,00,043.50","1.31","27.39"
"KALYANKJIL","497.75","501.90","490.00","495.30","495.10","-0.20","-0.04","14,26,120","70.59","546.00","147.30","21.44","204.71"
"HONAUT","58,500.00","58,500.00","56,411.95","57,581.05","57,550.00","-31.05","-0.05","4,047","23.19","59,994.00","34,977.70","10.06","34.70"
"KPITTECH","1,693.95","1,700.90","1,653.75","1,693.95","1,693.00","-0.95","-0.06","8,36,199","140.01","1,774.10","961.00","11.10","56.93"
"DIXON","12,549.00","12,638.95","12,381.20","12,505.95","12,498.00","-7.95","-0.06","2,19,539","274.11","12,879.00","3,953.00","25.25","194.67"
"ZEEL","151.10","152.65","148.50","151.10","151.00","-0.10","-0.07","89,87,253","135.04","299.70","125.50","-3.30","-26.70"
"BALKRISIND","3,188.00","3,210.00","3,110.00","3,177.50","3,175.25","-2.25","-0.07","3,62,156","114.74","3,363.95","2,193.80","-0.76","33.00"
"JKCEMENT","4,227.20","4,243.40","4,175.10","4,217.85","4,213.10","-4.75","-0.11","1,89,686","79.70","4,599.95","3,030.25","0.73","28.19"
"APOLLOTYRE","527.10","533.50","520.00","524.35","523.70","-0.65","-0.12","20,84,124","109.84","557.90","365.00","8.10","25.40"
"LTTS","5,150.00","5,160.00","5,067.05","5,125.40","5,117.40","-8.00","-0.16","1,40,578","71.75","5,873.35","3,821.70","6.78","29.98"
"BANDHANBNK","202.46","205.22","201.11","204.33","204.00","-0.33","-0.16","87,68,558","177.96","263.10","169.15","3.96","-11.26"
"DEVYANI","165.35","169.40","163.00","165.29","165.00","-0.29","-0.18","11,51,236","18.87","227.50","142.25","-3.93","-13.66"
"SUNTV","784.75","787.85","771.15","784.55","783.00","-1.55","-0.20","4,74,534","37.00","799.85","442.00","8.91","69.71"
"CGPOWER","782.40","783.75","765.45","772.20","770.50","-1.70","-0.22","24,40,823","189.38","783.75","359.20","16.37","99.82"
"IPCALAB","1,192.75","1,200.20","1,181.65","1,192.75","1,190.00","-2.75","-0.23","1,56,248","18.60","1,374.60","747.50","1.97","57.09"
"NHPC","104.50","106.70","103.25","103.82","103.49","-0.33","-0.32","6,97,92,078","731.84","118.00","44.85","0.60","125.21"
"LAURUSLABS","480.00","482.75","464.15","477.15","475.55","-1.60","-0.34","41,53,538","196.52","482.75","328.15","9.00","30.74"
"CRISIL","4,284.00","4,287.30","4,215.00","4,269.00","4,253.80","-15.20","-0.36","23,401","9.95","5,268.50","3,660.70","4.95","11.63"
"TATAELXSI","7,061.00","7,095.95","7,012.40","7,054.45","7,028.00","-26.45","-0.37","84,065","59.10","9,200.00","6,411.20","-0.92","-6.46"
"PHOENIXLTD","3,739.05","3,805.00","3,707.75","3,754.10","3,740.00","-14.10","-0.38","2,66,744","99.98","3,945.00","1,553.00","16.36","132.52"
"PIIND","3,765.15","3,795.10","3,730.10","3,788.50","3,774.00","-14.50","-0.38","4,75,219","178.50","4,040.00","3,220.00","4.01","0.61"
"MFSL","1,002.00","1,006.70","989.10","996.10","992.25","-3.85","-0.39","5,68,553","56.72","1,092.00","763.00","6.32","24.17"
"DELHIVERY","397.45","397.80","389.05","395.55","393.95","-1.60","-0.40","17,71,791","69.57","488.00","354.20","2.61","0.50"
"TIMKEN","4,334.95","4,534.95","4,281.00","4,335.35","4,313.00","-22.35","-0.52","2,31,057","102.14","4,817.90","2,524.50","4.64","30.65"
"SUNDRMFAST","1,409.35","1,425.95","1,391.60","1,407.60","1,400.00","-7.60","-0.54","1,08,706","15.35","1,436.35","1,003.05","12.25","12.20"
"GLAXO","2,538.80","2,559.90","2,502.80","2,538.80","2,525.00","-13.80","-0.54","58,773","14.86","2,760.00","1,377.25","1.25","81.28"
"PEL","935.20","936.85","920.50","935.20","930.00","-5.20","-0.56","6,58,129","61.05","1,139.95","736.60","14.32","0.92"
"SUZLON","55.95","56.00","54.50","55.49","55.17","-0.32","-0.58","5,45,88,551","302.91","56.49","16.65","-","210.87"
"NYKAA","177.90","182.10","176.00","177.20","176.10","-1.10","-0.62","90,35,015","161.23","195.50","130.10","4.30","25.67"
"TATATECH","1,014.85","1,015.75","1,003.00","1,010.35","1,004.00","-6.35","-0.63","4,59,742","46.25","1,400.00","982.25","-4.81","-"
"MPHASIS","2,635.00","2,652.00","2,589.85","2,628.90","2,611.50","-17.40","-0.66","10,79,731","282.17","2,837.60","1,850.00","6.35","40.02"
"UPL","572.70","574.80","562.15","572.70","568.80","-3.90","-0.68","26,95,359","152.75","676.00","447.80","6.10","-13.62"
"IDBI","85.00","85.45","84.01","84.82","84.20","-0.62","-0.73","44,45,684","37.68","98.70","56.55","-0.85","47.64"
"MAHABANK","63.81","64.00","63.05","63.77","63.28","-0.49","-0.77","87,02,792","55.18","73.50","29.85","-4.32","99.28"
"NMDC","253.19","253.40","249.50","252.28","250.31","-1.97","-0.78","88,98,452","223.58","286.35","106.40","-2.41","136.00"
"STARHEALTH","587.95","589.95","571.70","585.40","580.60","-4.80","-0.82","11,20,782","64.94","675.00","454.80","17.17","-2.87"
"LLOYDSME","760.00","770.00","745.10","763.35","756.90","-6.45","-0.84","5,75,114","43.62","786.00","492.00","8.06","-"
"BSE","2,410.00","2,420.00","2,356.00","2,405.35","2,385.00","-20.35","-0.85","5,96,342","141.84","3,264.70","671.50","-10.31","240.03"
"OFSS","10,478.90","10,500.00","10,320.85","10,425.45","10,336.10","-89.35","-0.86","83,115","86.36","10,529.95","3,737.25","24.02","173.89"
"ESCORTS","4,141.40","4,171.20","4,024.00","4,130.75","4,095.00","-35.75","-0.87","2,02,631","82.84","4,409.55","2,192.00","3.58","86.67"
"GRINDWELL","2,884.65","2,886.25","2,808.10","2,856.35","2,830.00","-26.35","-0.92","63,756","18.07","2,960.00","1,875.20","9.37","29.83"
"INDHOTEL","615.00","616.10","604.10","614.50","608.55","-5.95","-0.97","50,74,219","308.37","662.95","371.60","5.02","60.67"
"AIAENG","4,262.35","4,278.90","4,167.70","4,262.35","4,220.95","-41.40","-0.97","41,920","17.59","4,630.00","3,175.00","14.27","32.88"
"BIOCON","371.00","373.85","365.40","370.20","366.50","-3.70","-1.00","50,22,489","185.44","373.85","217.50","10.18","45.78"
"JSL","827.00","835.90","815.55","827.80","819.50","-8.30","-1.00","3,85,933","31.75","845.80","343.55","4.14","127.95"
"APLAPOLLO","1,570.00","1,576.90","1,545.00","1,569.65","1,553.00","-16.65","-1.06","4,14,368","64.51","1,800.00","1,301.00","-3.41","19.12"
"FORTIS","464.00","471.70","453.40","461.65","456.70","-4.95","-1.07","16,50,173","76.61","509.85","308.50","-0.89","41.70"
"SKFINDIA","6,349.00","6,398.75","6,282.00","6,389.85","6,320.00","-69.85","-1.09","32,297","20.41","7,350.00","4,024.50","3.48","24.56"
"POONAWALLA","434.00","436.95","421.00","428.70","423.75","-4.95","-1.15","60,16,488","256.78","519.70","336.30","-7.91","18.51"
"HINDPETRO","332.55","336.20","326.15","332.45","328.50","-3.95","-1.19","99,73,397","329.86","396.53","159.47","-36.54","8.66"
"RAMCOCEM","809.00","811.95","790.50","808.15","798.45","-9.70","-1.20","16,36,310","130.99","1,058.20","700.00","-2.84","-12.77"
"POLYCAB","6,639.00","6,675.00","6,535.00","6,634.10","6,549.80","-84.30","-1.27","5,60,888","369.47","7,331.45","3,491.00","-3.10","89.10"
"CONCOR","1,063.95","1,064.70","1,033.80","1,057.90","1,043.75","-14.15","-1.34","26,04,978","272.75","1,180.00","645.90","0.29","57.74"
"FLUOROCHEM","3,275.00","3,275.00","3,201.00","3,265.35","3,220.00","-45.35","-1.39","82,797","26.77","3,920.00","2,476.00","9.85","13.64"
"ASHOKLEY","230.00","231.28","224.85","229.56","226.35","-3.21","-1.40","1,17,46,524","267.25","245.67","157.55","-0.82","40.32"
"ABFRL","328.70","329.65","321.30","327.65","323.00","-4.65","-1.42","37,05,971","120.28","339.40","192.95","1.06","53.43"
"LICHSGFIN","798.80","800.00","780.20","795.70","783.80","-11.90","-1.50","18,01,676","141.47","821.25","382.70","20.18","104.10"
"MUTHOOTFIN","1,818.40","1,818.40","1,770.00","1,810.60","1,783.00","-27.60","-1.52","1,63,632","29.25","1,856.85","1,182.35","2.11","42.76"
"HDFCAMC","4,231.00","4,252.20","4,103.65","4,234.70","4,169.45","-65.25","-1.54","7,25,210","301.65","4,264.95","2,218.55","10.76","87.96"
"IDFCFIRSTB","81.18","81.35","79.46","81.19","79.90","-1.29","-1.59","3,22,09,972","258.29","100.70","70.80","4.49","1.87"
"PATANJALI","1,654.70","1,655.00","1,622.00","1,648.30","1,622.00","-26.30","-1.60","2,79,086","45.64","1,764.40","1,165.10","17.63","-"
"JSWINFRA","356.95","356.95","346.35","356.65","350.95","-5.70","-1.60","24,29,203","85.23","360.95","142.20","24.49","-"
"KPRMILL","891.50","891.50","861.20","887.35","873.05","-14.30","-1.61","2,31,376","20.19","934.00","615.00","5.86","39.77"
"MSUMI","73.50","73.77","70.80","73.39","72.13","-1.26","-1.72","1,23,63,406","88.67","80.00","57.60","8.09","25.78"
"UNIONBANK","135.00","135.80","133.00","135.73","133.35","-2.38","-1.75","1,01,39,728","136.15","172.50","77.65","-7.32","69.66"
"BDL","1,741.05","1,773.30","1,670.00","1,731.85","1,700.05","-31.80","-1.84","40,89,435","701.96","1,794.70","450.00","21.03","57.01"
"MAZDOCK","5,710.00","5,830.00","5,500.00","5,685.80","5,580.00","-105.80","-1.86","36,44,959","2,065.96","5,860.00","1,280.00","80.32","329.90"
"KEI","4,680.00","4,709.95","4,586.00","4,691.45","4,604.00","-87.45","-1.86","1,20,817","55.95","5,039.70","2,223.00","11.15","103.20"
"TATACHEM","1,101.75","1,111.15","1,078.65","1,101.75","1,080.90","-20.85","-1.89","11,11,230","121.22","1,349.00","933.00","4.32","9.93"
"ENDURANCE","2,761.75","2,812.45","2,652.55","2,727.30","2,674.00","-53.30","-1.95","1,89,079","51.74","3,061.30","1,540.05","12.68","67.25"
"LTF","190.01","190.58","185.17","189.91","186.15","-3.76","-1.98","44,60,806","83.53","194.25","116.50","12.74","-"
"SCHAEFFLER","4,571.50","4,647.60","4,440.00","4,591.10","4,499.45","-91.65","-2.00","1,92,371","86.45","4,951.00","2,612.20","10.53","51.60"
"TATACOMM","1,888.30","1,892.95","1,840.00","1,888.30","1,850.00","-38.30","-2.03","2,69,813","50.31","2,084.65","1,525.05","4.17","21.85"
"PRESTIGE","1,820.80","1,842.65","1,763.10","1,815.20","1,775.90","-39.30","-2.17","8,21,746","147.60","2,074.80","521.20","3.08","211.92"
"ABCAPITAL","236.01","237.04","230.42","236.01","230.90","-5.11","-2.17","32,81,207","76.32","246.90","155.00","1.77","24.71"
"INDUSTOWER","396.00","398.85","384.20","395.65","386.50","-9.15","-2.31","1,73,94,416","677.29","408.40","157.35","13.97","142.14"
"INDIANB","538.85","540.00","524.80","538.85","526.10","-12.75","-2.37","17,29,642","91.95","632.70","301.50","0.78","74.78"
"SUPREMEIND","6,039.75","6,061.95","5,870.00","6,039.75","5,895.95","-143.80","-2.38","57,878","34.34","6,460.00","3,140.00","5.07","91.56"
"KAJARIACER","1,476.25","1,482.90","1,423.00","1,476.25","1,439.90","-36.35","-2.46","1,38,040","19.89","1,523.80","1,110.35","18.91","19.99"
"MANYAVAR","1,094.60","1,094.65","1,065.00","1,094.65","1,067.00","-27.65","-2.53","77,406","8.36","1,487.90","886.05","-1.78","-9.24"
"TORNTPOWER","1,518.00","1,523.80","1,457.25","1,509.50","1,471.10","-38.40","-2.54","2,33,580","34.36","1,633.10","601.00","0.77","138.26"
"ASTRAL","2,414.00","2,414.20","2,307.85","2,406.25","2,342.40","-63.85","-2.65","8,71,732","204.23","2,454.00","1,740.00","11.46","34.62"
"IDEA","17.10","17.23","16.50","17.09","16.61","-0.48","-2.81","54,12,64,689","911.49","19.18","7.15","7.82","129.40"
"UNOMINDA","1,174.40","1,198.80","1,115.00","1,163.90","1,129.00","-34.90","-3.00","14,30,978","164.19","1,207.30","548.60","20.81","104.71"
"CUMMINSIND","4,144.00","4,154.00","3,960.80","4,134.00","4,000.60","-133.40","-3.23","9,37,986","376.53","4,171.90","1,653.30","14.62","117.31"
"MANKIND","2,137.85","2,150.00","2,055.55","2,137.85","2,066.00","-71.85","-3.36","3,94,387","82.31","2,490.00","1,683.05","0.49","23.30"
"YESBANK","26.95","27.44","25.57","26.64","25.70","-0.94","-3.53","64,83,38,958","1,718.10","32.85","15.70","15.08","52.66"
"PERSISTENT","4,779.80","4,784.95","4,566.25","4,771.25","4,599.25","-172.00","-3.60","9,71,949","450.91","4,845.70","1,158.59","23.92","-1.21"
"OBEROIRLTY","1,798.00","1,798.00","1,715.00","1,785.05","1,719.85","-65.20","-3.65","5,26,932","91.74","1,953.05","1,004.35","-5.53","74.89"
"AUBANK","667.95","668.25","639.10","672.60","645.00","-27.60","-4.10","61,91,001","401.31","813.40","553.70","0.54","-11.69"
